file_name,file_path,region,modality,class_raw,class_norm,geometry_type,part_id,area_m2,perimeter_m,centroid_x,centroid_y,minx,miny,maxx,maxy
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,131.6746910967961,46.09570282614564,8477540.115540097,5217309.047011686,8477532.516261688,5217301.3846208835,8477548.47204792,5217316.679516563
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,80.26879186426991,36.28907925561866,8477342.904034022,5217489.69731905,8477338.686503489,5217484.451304349,8477348.127797117,5217494.647901468
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,67.39726099022789,32.56905750437904,8477332.347750558,5217469.941822074,8477327.640189944,5217464.435761856,8477338.969742298,5217475.104423656
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,89.18259440146011,38.62175653781756,8477319.774555897,5217456.2433077535,8477313.667075368,5217448.763214434,8477326.60164764,5217462.736329004
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,157.90355505907735,49.12530909906273,8477543.133389749,5217523.789490392,8477535.065410966,5217514.285792216,8477550.265893707,5217532.885140665
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,188.92804482630658,53.32980569654049,8477557.937939245,5217511.582994178,8477548.472047918,5217501.917697562,8477565.560789388,5217520.989110692
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,188.69182904102883,53.84538778888285,8477579.357953556,5217499.995204848,8477569.337306838,5217490.965796955,8477587.747829415,5217509.376319531
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,197.9532698623009,54.37692452757764,8477600.223487997,5217490.868021869,8477590.108152822,5217481.61891626,8477608.42426246,5217499.935025901
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,173.6007613466508,51.2316539970487,8477670.261478022,5217527.955866411,8477663.372591382,5217520.328220137,8477678.573074125,5217535.623115816
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,134.5538493150486,46.60187785308242,8477676.624765145,5217460.4419018,8477669.226193434,5217452.256493073,8477684.709914984,5217467.740214624
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,202.38342974798974,55.37410892396657,8477680.713172762,5217437.6188480165,8477670.925626287,5217428.37002019,8477689.147322992,5217446.2140651485
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,176.2080485910011,51.09062245752023,8477689.71527163,5217409.206684036,8477680.650158724,5217400.1405522395,8477697.927726066,5217417.890184262
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,141.77848628001067,46.68397067496461,8477704.960182443,5217396.22946472,8477696.228293212,5217388.244522267,8477713.505860552,5217403.44500501
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,151.3920223239229,48.150689537135385,8477720.49061489,5217385.377029509,8477711.806427699,5217376.254079359,8477727.856626868,5217392.398691464
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,173.2976920534823,51.550386601436294,8477734.591613002,5217379.245529316,8477726.157194015,5217370.1172385,8477742.01856731,5217387.67804465
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,165.44908891884023,48.716002127716365,8477749.110562803,5217374.974248534,8477741.924154375,5217367.6625021575,8477757.219050054,5217382.013268474
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,193.9153173330296,53.47446575247609,8477878.245288718,5217583.182409876,8477869.664857171,5217575.559787865,8477885.620643405,5217592.176464652
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,202.73552493836002,55.15082237646368,8477881.731913734,5217566.331493429,8477872.402832324,5217557.338091161,8477889.869225537,5217575.087723183
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,122.69403504529633,43.19932268413339,8477886.112372162,5217551.987520621,8477878.917324929,5217546.3861905495,8477893.64574299,5217558.565459331
Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,geojson_downloads/Артпозиции_Иссык_Куль_SpOr_фортификации.geojson,Артпозиции_Иссык_Куль,SpOr,фортификации,fortifikatsii,Polygon,0,97.89137948771868,38.70594595608439,8477886.632380065,5217540.299814445,8477881.277648335,5217534.584573513,8477892.040723072,5217545.725299995
Архангельское_SpOr_городища.geojson,geojson_downloads/Архангельское_SpOr_городища.geojson,Архангельское,SpOr,городища,gorodishcha,Polygon,0,428889.11816926795,3458.818926146181,4358800.235865013,6664220.698719005,4358415.026407901,6663744.4924446335,4359216.200575827,6664778.879648089
Белая_Гора_SpOr_городища.geojson,geojson_downloads/Белая_Гора_SpOr_городища.geojson,Белая_Гора,SpOr,городища,gorodishcha,Polygon,0,24068.54776296242,588.6522450025348,4339195.347456746,6655414.803113567,4339123.142770386,6655306.59165329,4339289.992496066,6655506.811324106
Белая_Гора_SpOr_городища.geojson,geojson_downloads/Белая_Гора_SpOr_городища.geojson,Белая_Гора,SpOr,городища,gorodishcha,Polygon,0,25006.30215529936,649.7219784511899,4339732.0004675295,6655691.580373637,4339640.131552747,6655594.898164574,4339805.999809452,6655829.4692495
Бервенец_Li_курганы_поврежденные.geojson,geojson_downloads/Бервенец_Li_курганы_поврежденные.geojson,Бервенец,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,278.6303502599417,64.55917367466716,3612395.5922570275,7752266.780037203,3612388.170782045,7752254.130391574,3612403.899226575,7752278.478360592
Бервенец_Li_курганы_поврежденные.geojson,geojson_downloads/Бервенец_Li_курганы_поврежденные.geojson,Бервенец,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,236.00068352451316,56.61562798957289,3612422.8991103685,7752231.892010347,3612414.2540902765,7752222.349397033,3612431.5882328157,7752241.029876239
Бервенец_Li_курганы_поврежденные.geojson,geojson_downloads/Бервенец_Li_курганы_поврежденные.geojson,Бервенец,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,504.0464468252343,80.80945694457378,3612417.7966665137,7752088.746085625,3612404.6028479547,7752075.7028810885,3612430.9559908435,7752100.995954666
Бервенец_Li_курганы_поврежденные.geojson,geojson_downloads/Бервенец_Li_курганы_поврежденные.geojson,Бервенец,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,320.0663491642611,64.5814589356016,3612423.2190265083,7752180.36878246,3612413.1208293405,7752169.573032951,3612433.88157573,7752190.638216243
Бервенец_Li_курганы_поврежденные.geojson,geojson_downloads/Бервенец_Li_курганы_поврежденные.geojson,Бервенец,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,287.3435062119461,61.77304164868289,3612389.5779981487,7752190.924153811,3612379.2394514363,7752181.678729133,3612399.4011979126,7752200.534900733
Бервенец_Li_курганы_целые.geojson,geojson_downloads/Бервенец_Li_курганы_целые.geojson,Бервенец,Li,курганы_целые,kurgany_tselye,Polygon,0,370.9622594233559,69.69105861995774,3612384.5731972335,7752214.831479292,3612373.7012641723,7752204.041411219,3612395.2944895485,7752226.3706004275
Бервенец_Li_курганы_целые.geojson,geojson_downloads/Бервенец_Li_курганы_целые.geojson,Бервенец,Li,курганы_целые,kurgany_tselye,Polygon,0,499.61496024593083,84.0127910328582,3612427.9282031083,7752198.570777291,3612414.1577362646,7752184.519554233,3612441.056507851,7752210.785250111
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1057.0480371022413,122.53368573897069,3765170.1788037843,8053892.655101416,3765153.7887710948,8053873.064639394,3765188.3168960945,8053914.339639395
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,463.1041322928809,78.55571586352428,3765391.9959935206,8052987.896299905,3765378.9970142376,8052975.068401052,3765404.4953659833,8053000.096303504
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1754.8575542135245,153.80198877714048,3765232.5534435916,8053231.719476266,3765208.8825494526,8053208.975790131,3765257.4329166147,8053255.644360116
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,344.82051485331806,67.94892321067793,3765362.838974455,8052999.653592399,3765352.4636740447,8052988.711430584,3765373.9161618603,8053010.352098118
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,919.5874365177322,112.47690385141573,3766322.931466123,8052042.748789953,3766305.0929475026,8052024.089525074,3766341.6303600483,8052060.893461284
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,441.99979866635846,77.9642926473032,3766326.2387174773,8052501.546195756,3766313.267494808,8052491.174711517,3766339.863561573,8052513.003558768
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,624.8412402298102,99.78820429538942,3766270.445355095,8052040.874144385,3766251.545021089,8052031.564639405,3766289.248146089,8052052.2021394055
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,478.81692348151034,80.59144223445392,3766371.48793451,8052014.038723537,3766357.7999558086,8052001.345971076,3766384.1198628503,8052025.500316146
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,562.5509174830316,88.79030472575347,3766413.0454247054,8052014.239626709,3766397.9461431317,8052002.012297836,3766429.096919187,8052025.3337344555
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,438.1778400650846,76.71719108088574,3766375.797943204,8052119.2146619465,3766363.130569893,8052106.792180933,3766388.1178234136,8052130.446780933
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1052.0478898344163,124.80816418075601,3766002.881101265,8052039.055905566,3765980.677511172,8052025.086215118,3766027.6255969615,8052054.634356963
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,423.859219771245,75.76999704396425,3765968.960345172,8051951.239342939,3765956.285343163,8051939.844729176,3765982.442323921,8051962.802654733
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,554.036710420046,87.23643276768634,3766016.694407668,8051948.92595688,3766001.777789913,8051934.434562291,3766029.9106577067,8051963.602418532
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1311.7534132384858,132.07485845744156,3765898.798701223,8051932.0820004875,3765879.056420916,8051909.971198992,3765920.3622620674,8051954.664086433
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,6172.683108804388,291.7099779580599,3764982.1674156077,8054088.046523132,3764929.013597963,8054049.626159839,3765035.21220736,8054124.772544267
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,495.99044824174507,81.1215642917252,3766340.9076287537,8052068.061988126,3766328.7870943174,8052055.2929859795,3766353.1563677564,8052081.1676971605
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,439.16249581192375,78.94897659002022,3766023.504080599,8052057.610723519,3766008.8547212905,8052046.354449387,3766036.4912015134,8052068.4942067815
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,480.03477266314724,83.19708843839325,3765978.500592433,8051915.63708489,3765965.7413739776,8051903.296369942,3765992.0865198066,8051929.380238916
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,432.25177043148256,77.95020419385952,3765918.1654590955,8051957.804392257,3765903.453887423,8051945.537165634,3765930.9281262048,8051969.247810062
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,777.0286455809428,103.22067914602944,3765945.6553438036,8051921.2231121175,3765926.87684737,8051907.148503225,3765964.424115952,8051935.90120616
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,807.0720902347008,103.94748741238693,3766717.470140253,8052250.860461347,3766700.7400919716,8052233.435347655,3766735.031390409,8052267.406166668
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,608.5906936473287,91.73450271690774,3766545.031513233,8052091.054694482,3766530.2450380586,8052076.4004295785,3766560.3701039758,8052106.525495495
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1367.5445255145569,137.70184808887095,3766577.1138200876,8052097.778376852,3766555.562912606,8052076.4004295785,3766596.904758386,8052119.985631331
Боровичи_Li_курганы_поврежденные.geojson,geojson_downloads/Боровичи_Li_курганы_поврежденные.geojson,Боровичи,Li,курганы_поврежденные,kurgany_povrezhdennye,Polygon,0,1362.665940091499,134.74089453316313,3765864.2570939357,8051166.525952429,3765842.17571334,8051147.010098097,3765887.042832791,8051186.429067329
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,632.4158741534313,92.57728200498164,3766412.993870431,8052039.852375994,3766397.8490507053,8052025.936950024,3766427.205086663,8052054.163907677
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,392.6438889375922,73.24189541133231,3766370.687608943,8052036.782555729,3766359.8367477343,8052025.37241087,3766381.8537747026,8052048.8948755795
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,287.90803833027564,63.264143370224694,3766391.4743653173,8052035.552574635,3766381.7596848435,8052026.689668895,3766402.1771842116,8052045.032404521
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,1278.9872211160612,129.58119286125722,3765079.7035192577,8054036.468460184,3765058.31814586,8054014.777875366,3765099.7530770935,8054057.560284038
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,381.09561960813164,72.83962102942243,3766348.3139046165,8052032.717723358,3766335.84383373,8052021.985175951,3766359.36629844,8052043.152655482
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,303.54386143465223,64.80930511152049,3766361.9877786567,8052065.519197344,3766351.415705368,8052055.8575251335,3766372.585923607,8052075.334125914
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,255.68097186299994,59.75538869356463,3766045.7259313744,8052060.642612832,3766036.40971472,8052050.682582893,3766054.6562905842,8052070.065093815
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,570.2479957713889,87.72172593683138,3766067.0403852714,8052035.510470286,3766054.812014246,8052021.2948248265,3766081.20640547,8052049.2418273
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,363.87195895645965,71.2921755121475,3766042.1525006457,8052037.474137316,3766030.287017145,8052027.818747195,3766054.6562905847,8052048.048066846
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,236.76199869543575,57.36677590761698,3766011.6686057784,8052078.692064464,3766002.530508787,8052070.535543109,3766020.783941402,8052087.942166994
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,322.81194480387467,66.68553052579442,3765991.763954034,8052065.803124984,3765979.976152069,8052056.516154142,3766003.886365296,8052075.636218524
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,470.96129449109606,79.92696757447027,3766035.9506534273,8052017.864448018,3766022.33642407,8052007.118978247,3766049.533136001,8052028.477376204
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,583.2185755936757,90.01278747589116,3765991.53257513,8051962.728685743,3765975.2444497203,8051948.548041117,3766007.5172713026,8051976.269098621
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,500.22434842946063,83.07067744390406,3765994.4503492718,8051936.678544258,3765980.795751392,8051923.14377923,3766008.3640800323,8051949.488939706
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,627.9124872961651,92.68012609145782,3766027.7097166954,8051986.558644121,3766012.8915105364,8051973.474398374,3766044.254257756,8052000.489834097
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,1253.3928562417277,133.94142308611936,3765934.1129306764,8052002.576190004,3765913.5243906337,8051979.597694533,3765953.581760844,8052025.513545647
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,465.11998961320967,80.21974378934928,3765949.5476569966,8051895.372034784,3765936.192514861,8051883.112423711,3765962.5869060853,8051906.712114688
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,525.7561164677077,84.89120352681735,3765409.4506912804,8053032.475796595,3765395.9331888296,8053019.2906347085,3765423.783787046,8053045.259435749
Боровичи_Li_курганы_целые.geojson,geojson_downloads/Боровичи_Li_курганы_целые.geojson,Боровичи,Li,курганы_целые,kurgany_tselye,Polygon,0,1498.0525864395279,142.0998661094977,3765250.0607709605,8053189.169008915,3765226.94780235,8053167.199892805,3765273.2400128995,8053211.2339467425
