sample_id,region,modality,raster_file,source_file,class_name,class_id,class_label_ru,n_objects_in_patch,classes_in_patch,height,width,crop_size,obj_w_px,obj_h_px,target_fits_inside,touches_border,used_crs_fallback,mask_bg_pixels,mask_kurgany_tselye_pixels,has_kurgany_tselye,mask_kurgany_povrezhdennye_pixels,has_kurgany_povrezhdennye,mask_gorodishcha_pixels,has_gorodishcha,mask_fortifikatsii_pixels,has_fortifikatsii,mask_arkhitektury_pixels,has_arkhitektury
000125,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,5,kurgany_tselye,256,256,256,43.92583556473921,52.64089157280305,True,False,False,59901,5635,True,0,False,0,False,0,False,0,False
000126,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_tselye,256,256,256,48.12774372090423,40.521593050384666,True,False,False,59649,5887,True,0,False,0,False,0,False,0,False
000127,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,37.4075501836755,31.68832928201197,True,False,False,57259,8277,True,0,False,0,False,0,False,0,False
000128,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,30.12763955970267,33.551991776427315,True,False,False,58471,7065,True,0,False,0,False,0,False,0,False
000129,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_tselye,256,256,256,66.8128870764102,45.19949546311355,True,False,False,58336,7200,True,0,False,0,False,0,False,0,False
000130,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,10,kurgany_tselye,256,256,256,49.84158211350037,38.3359113388254,True,False,False,55153,10383,True,0,False,0,False,0,False,0,False
000131,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,10,kurgany_tselye,256,256,256,51.81654319330582,40.1994646839546,True,False,False,57150,8386,True,0,False,0,False,0,False,0,False
000132,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,6,kurgany_tselye,256,256,256,35.01739816657182,30.67935698521916,True,False,False,58338,7198,True,0,False,0,False,0,False,0,False
000133,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,50.983969598735214,28.35830834098885,True,False,False,58175,7361,True,0,False,0,False,0,False,0,False
000134,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,28.453079354445688,17.64250281193117,True,False,False,57606,7930,True,0,False,0,False,0,False,0,False
000135,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,12,kurgany_tselye,256,256,256,22.838264315731923,23.002658835969577,True,False,False,56806,8730,True,0,False,0,False,0,False,0,False
000136,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,43.60854594388397,37.95222505720843,True,False,False,60875,4661,True,0,False,0,False,0,False,0,False
000137,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,6,kurgany_tselye,256,256,256,45.02609073143319,42.58165893605734,True,False,False,61701,3835,True,0,False,0,False,0,False,0,False
000138,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,4,kurgany_tselye,256,256,256,34.80197593008327,32.34104392062598,True,False,False,62258,3278,True,0,False,0,False,0,False,0,False
000139,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,14,kurgany_tselye,256,256,256,28.91101102421688,32.46687238762765,True,False,False,55226,10310,True,0,False,0,False,0,False,0,False
000140,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,14,kurgany_tselye,256,256,256,29.598836289862817,25.61644778270207,True,False,False,55653,9883,True,0,False,0,False,0,False,0,False
000141,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,14,kurgany_tselye,256,256,256,32.424831851988166,28.34739451984217,True,False,False,56279,9257,True,0,False,0,False,0,False,0,False
000142,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,14,kurgany_tselye,256,256,256,41.925514993225896,36.47956346093929,True,False,False,55945,9591,True,0,False,0,False,0,False,0,False
000143,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,12,kurgany_tselye,256,256,256,44.42848287987969,35.19354761484,True,False,False,55949,9587,True,0,False,0,False,0,False,0,False
000144,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,12,kurgany_tselye,256,256,256,38.05582507257861,33.313582574877486,True,False,False,56710,8826,True,0,False,0,False,0,False,0,False
000145,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,12,kurgany_tselye,256,256,256,32.092730583693395,26.57960314656736,True,False,False,58291,7245,True,0,False,0,False,0,False,0,False
000146,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,11,kurgany_tselye,256,256,256,33.99161910298135,30.71799889787295,True,False,False,57793,7743,True,0,False,0,False,0,False,0,False
000147,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,10,kurgany_tselye,256,256,256,33.136246748862085,28.34706791759941,True,False,False,59314,6222,True,0,False,0,False,0,False,0,False
000148,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,10,kurgany_tselye,256,256,256,29.081189323213465,28.53407611739065,True,False,False,60171,5365,True,0,False,0,False,0,False,0,False
000149,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_povrezhdennye;kurgany_tselye,256,256,256,36.37125930174789,35.286329036435184,True,False,False,62183,3131,True,222,True,0,False,0,False,0,False
000150,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,3,kurgany_tselye,256,256,256,38.31486256242226,36.81965830675852,True,False,False,62565,2971,True,0,False,0,False,0,False,0,False
000151,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_povrezhdennye;kurgany_tselye,256,256,256,35.178035141851694,33.28475696069248,True,False,False,60229,4354,True,953,True,0,False,0,False,0,False
000152,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,5,kurgany_tselye,256,256,256,46.300938344948,38.82271484402298,True,False,False,60405,5131,True,0,False,0,False,0,False,0,False
000153,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_tselye,256,256,256,35.03585983126477,29.18487559262493,True,False,False,59121,6415,True,0,False,0,False,0,False,0,False
000154,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,8,kurgany_tselye,256,256,256,39.981973793305016,29.72711477946097,True,False,False,58245,7291,True,0,False,0,False,0,False,0,False
000155,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_povrezhdennye;kurgany_tselye,256,256,256,32.11027444735914,26.569863239386137,True,False,False,61054,3388,True,1094,True,0,False,0,False,0,False
000156,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,6,kurgany_povrezhdennye;kurgany_tselye,256,256,256,34.107592021056405,33.2846940560142,True,False,False,61634,2808,True,1094,True,0,False,0,False,0,False
000157,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,7,kurgany_povrezhdennye;kurgany_tselye,256,256,256,46.761949177094365,39.063830731660765,True,False,False,60649,3396,True,1491,True,0,False,0,False,0,False
000158,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,5,kurgany_povrezhdennye;kurgany_tselye,256,256,256,34.01733867202226,33.09706861923192,True,False,False,61134,3343,True,1059,True,0,False,0,False,0,False
000159,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,5,kurgany_povrezhdennye;kurgany_tselye,256,256,256,26.030322785081864,28.958655160445577,True,False,False,61134,3343,True,1059,True,0,False,0,False,0,False
000160,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,5,kurgany_povrezhdennye;kurgany_tselye,256,256,256,28.616751585555654,28.996096721632117,True,False,False,61134,3343,True,1059,True,0,False,0,False,0,False
000161,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,3,kurgany_tselye,256,256,256,37.88988340708561,33.09990939306183,True,False,False,62090,3446,True,0,False,0,False,0,False,0,False
000162,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,3,kurgany_tselye,256,256,256,49.39499924206364,43.44444723236136,True,False,False,62090,3446,True,0,False,0,False,0,False,0,False
000163,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,3,kurgany_tselye,256,256,256,32.73765040856129,33.17504921985375,True,False,False,62090,3446,True,0,False,0,False,0,False,0,False
000164,007_ЮШКОВО,Ae,01_Юшково_Ae_немецкая.tif,Юшково_Ае_курганы_целые.geojson,kurgany_tselye,1,курганы_целые,1,kurgany_tselye,256,256,256,38.11065797292079,36.07356495840109,True,False,False,64525,1011,True,0,False,0,False,0,False,0,False
000257,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,1,kurgany_povrezhdennye,272,272,272,135.4245547253341,114.44357430895448,True,False,False,62221,0,False,11763,True,0,False,0,False,0,False
000258,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,1,kurgany_povrezhdennye,256,256,256,89.25376892044841,63.21605576551915,True,False,False,61465,0,False,4071,True,0,False,0,False,0,False
000259,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,1,kurgany_povrezhdennye,256,256,256,30.44916931127178,35.589152015611866,True,False,False,64715,0,False,821,True,0,False,0,False,0,False
000260,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,1,kurgany_povrezhdennye,256,256,256,58.72416774006943,70.1432103422577,True,False,False,62470,0,False,3066,True,0,False,0,False,0,False
000261,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,2,kurgany_povrezhdennye,256,256,256,57.60016330015243,43.94343223496459,True,False,False,62881,0,False,2655,True,0,False,0,False,0,False
000262,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,1,kurgany_povrezhdennye,256,256,256,119.40580074353672,125.9077920296634,True,False,False,54311,0,False,11225,True,0,False,0,False,0,False
000263,009_РОМАНОВО,Ae,01_Романово_Ae_немецкая.tif,Романово_Ae_курганы_поврежденные.geojson,kurgany_povrezhdennye,2,курганы_поврежденные,2,kurgany_povrezhdennye,256,256,256,76.38118322420807,58.45487825890972,True,False,False,62307,0,False,3229,True,0,False,0,False,0,False
