candidate_id,image_path,image_id,region,source_id,original_width,original_height,x1,y1,x2,y2,x1_pad,y1_pad,x2_pad,y2_pad,yolo_conf,yolo_class,crop_path,overlay_path,split,matched_gt_id,max_iou_with_gt,is_tp_iou03,is_tp_iou05,tile_touches_raster_edge,has_edge_object,valid_fraction,tile_std,tile_p2,tile_p98,tile_p98_minus_p2,n_objects,is_positive,bbox_w,bbox_h,bbox_area,bbox_area_norm,aspect_ratio,pad_w,pad_h,pad_area,pad_area_norm,bbox_touches_image_edge,pad_touches_image_edge,tp03,tp05,fp03,iou_bin,group,mask_area,foreground_fraction,largest_component_area,largest_component_fraction,mask_bbox_area,mask_bbox_fraction,compactness,touches_crop_edge,num_components,mean_foreground_prob,max_foreground_prob,segmentation_mask_path,segmentation_overlay_path
000411_p0001,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000411.png,411,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,311.5303649902344,895.6067504882812,636.9744873046875,1024.0,230.1693344116211,863.5084381103516,718.3355178833008,1024.0,0.0811702683568,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000411_p0001.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000411_p0001.jpg,val,000411:0,0.0,False,False,False,False,0.987013816833496,28.367450714111328,99.0,235.0,136.0,1,True,325.4441223144531,128.39324951171875,41784.828398441896,0.0398491176590365,2.5347448059155875,488.1661834716797,160.49156188964844,78346.55324707855,0.0747170956106935,True,True,False,False,True,0,obvious_fp,642,0.008154555500514422,398,0.6199376947040498,42400,0.538556313429613,0.1322363902771491,False,8,0.6202130317687988,0.8470208644866943,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000411_p0001.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000411_p0001.jpg
000411_p0002,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000411.png,411,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,112.26171875,845.1790771484375,841.7384643554688,1024.0,0.0,800.4738464355469,1024.0,1024.0,0.0762892365455627,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000411_p0002.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000411_p0002.jpg,val,000411:0,0.0,False,False,False,False,0.987013816833496,28.367450714111328,99.0,235.0,136.0,1,True,729.4767456054688,178.8209228515625,130445.7048479244,0.1244027183989757,4.07937021000054,1024.0,223.52615356445312,228890.78125,0.2182872593402862,True,True,False,False,True,0,obvious_fp,10820,0.04717145647321429,9180,0.8484288354898336,84480,0.36830357142857145,0.13596813004736624,False,6,0.8400792479515076,0.9997541904449463,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000411_p0002.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000411_p0002.jpg
000411_p0003,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000411.png,411,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,34.98583984375,468.9288940429688,632.5490112304688,702.6705322265625,0.0,410.4934844970703,781.9398040771484,761.1059417724609,0.0725044980645179,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000411_p0003.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000411_p0003.jpg,val,000411:0,0.6046221497043427,True,True,False,False,0.987013816833496,28.367450714111328,99.0,235.0,136.0,1,True,597.5631713867188,233.7416381835937,139675.3945981152,0.1332048364621307,2.556511437287692,781.9398040771484,350.6124572753906,274157.8361489265,0.2614572869767442,False,True,True,True,False,0.5+,tp,33254,0.12080766100906766,18243,0.5485956576652433,125388,0.45551906533364334,0.10292091901554715,True,6,0.8360562324523926,0.9993637204170227,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000411_p0003.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000411_p0003.jpg
000412_p0001,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000412.png,412,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,424.8252868652344,447.5524291992188,1024.0,1010.1806640625,275.03160858154297,306.89537048339844,1024.0,1024.0,0.0714464634656906,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000412_p0001.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000412_p0001.jpg,val,,0.0,False,False,False,False,0.9999525547027588,32.80499267578125,84.0,235.0,151.0,0,False,599.1747131347656,562.6282348632812,337112.6112257261,0.3214956390626202,1.0649567085455018,748.968391418457,717.1046295166016,537088.7008477777,0.5122076996305253,True,True,False,False,True,0,obvious_fp,1255,0.002333659363831441,1224,0.9752988047808765,4770,0.008869765072092408,0.5149647386455759,False,2,0.5617613196372986,0.6510272026062012,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000412_p0001.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000412_p0001.jpg
000412_p0002,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000412.png,412,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,443.4017639160156,0.0,1024.0,428.0491638183594,298.2522048950196,0.0,1024.0,535.0614547729492,0.0618471652269363,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000412_p0002.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000412_p0002.jpg,val,,0.0,False,False,False,False,0.9999525547027588,32.80499267578125,84.0,235.0,151.0,0,False,580.5982360839844,428.0491638183594,248524.58947016392,0.2370115179731025,1.3563821288770428,725.7477951049805,535.0614547729492,388319.6710471311,0.3703304968329726,True,True,False,False,True,0,obvious_fp,6401,0.016449261954689362,4946,0.77269176691142,161177,0.4141919534558612,0.18578297110732778,False,4,0.6651968359947205,0.9402681589126587,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000412_p0002.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000412_p0002.jpg
000412_p0003,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000412.png,412,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,318.28765869140625,1.933886766433716,970.5435791015624,241.6245574951172,155.2236785888672,0.0,1024.0,301.54722517728806,0.0544365905225276,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000412_p0003.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000412_p0003.jpg,val,,0.0,False,False,False,False,0.9999525547027588,32.80499267578125,84.0,235.0,151.0,0,False,652.2559204101561,239.69067072868347,156339.65904986512,0.1490971174715663,2.721240332079814,868.7763214111328,301.54722517728806,261977.08902125884,0.2498408212864483,True,True,False,False,True,0,obvious_fp,7776,0.029629855432521206,3697,0.4754372427983539,83013,0.31631471052210425,0.14082381749423456,False,6,0.6889662146568298,0.9238245487213135,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000412_p0003.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000412_p0003.jpg
000414_p0001,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000414.png,414,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,729.0823974609375,566.2545166015625,1024.0,976.2822265625,655.3529968261719,463.7475891113281,1024.0,1024.0,0.1353078484535217,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000414_p0001.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000414_p0001.jpg,val,,0.0,False,False,False,False,0.999952793121338,28.73457908630371,99.0,230.0,131.0,0,False,294.9176025390625,410.0277099609375,120924.38919626176,0.1153224842035882,1.3903127735708092,368.6470031738281,560.2524108886719,206535.37229502108,0.1969674799871645,True,True,False,False,True,0,obvious_fp,10495,0.050698278818795316,7499,0.7145307289185326,90720,0.43824181557323594,0.3000303924928726,True,3,0.8426686525344849,0.9940956830978394,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000414_p0001.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000414_p0001.jpg
000414_p0002,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000414.png,414,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,776.1798706054688,680.9816284179688,963.6497802734376,918.4127807617188,729.3123931884766,621.6238403320312,1010.5172576904296,977.7705688476562,0.0847882255911827,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000414_p0002.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000414_p0002.jpg,val,,0.0,False,False,False,False,0.999952793121338,28.73457908630371,99.0,230.0,131.0,0,False,187.4699096679689,237.43115234375,44511.19668224457,0.0424491850683637,1.2665027297675042,281.204864501953,356.146728515625,100150.19253505016,0.0955106664038182,False,False,False,False,True,0,plausible_fp,10313,0.10243955738323698,10232,0.9921458353534374,26964,0.26783479349186484,0.5246650127966437,True,2,0.8635111451148987,0.9995449781417847,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000414_p0002.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000414_p0002.jpg
000414_p0003,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000414.png,414,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,739.7483520507812,267.89794921875,1021.9315185546876,510.1253051757813,669.2025604248047,207.3411102294922,1024.0,570.6821441650391,0.0820716693997383,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000414_p0003.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000414_p0003.jpg,val,,0.0,False,False,False,False,0.999952793121338,28.73457908630371,99.0,230.0,131.0,0,False,282.1831665039064,242.2273559570313,68352.48231782396,0.065186006849121,1.1649516851183517,354.7974395751953,363.3410339355469,128912.46853293618,0.1229405103043901,False,True,False,False,True,0,obvious_fp,10591,0.08196099674972915,5814,0.5489566613162119,71136,0.5505030181086519,0.20135654043786924,False,5,0.7877858281135559,0.9886693954467773,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000414_p0003.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000414_p0003.jpg
000414_p0004,datasets/dataset_yolo_bbox_v3i_li_archaeological_object_merged/images/val/000414.png,414,004_ДЕМИДОВКА,004_ДЕМИДОВКА|Li|03_Демидовка_Li_карты_g.tif,1024,1024,3.061047315597534,202.23611450195312,136.39039611816406,309.3124084472656,0.0,175.467041015625,169.7227333188057,336.0814819335937,0.0707259699702262,0,04_detection_yolo/reports/proposals/v3i_conf005/crops/000414_p0004.jpg,04_detection_yolo/reports/proposals/v3i_conf005/overlays/000414_p0004.jpg,val,,0.0,False,False,False,False,0.999952793121338,28.73457908630371,99.0,230.0,131.0,0,False,133.32934880256653,107.0762939453125,14276.412543920713,0.0136150479735571,1.2451808321892646,169.7227333188057,160.6144409179687,27259.921923069476,0.025997087405271,False,True,False,False,True,0,obvious_fp,868,0.03151779230210603,868,1.0,1320,0.04793028322440087,1.0484053915093965,False,1,0.7973653674125671,0.9532678723335266,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/masks/000414_p0004.png,04_detection_yolo/reports/segmentation_refinement/v3i_conf005_deeplab_5class_43/overlays/000414_p0004.jpg
