image_id,image_path,label_path,split,modality,source_class_names,n_objects,bbox_area_min,bbox_area_median,bbox_area_max,bbox_width_min,bbox_width_median,bbox_width_max,bbox_height_min,bbox_height_median,bbox_height_max,valid_fraction,tile_touches_raster_edge,has_edge_object,preview_path,decision,reason,comment
val_val_000018,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000018.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000018.txt,val,Li,fortifikatsii; gorodishcha,2,444.0,1996.5,3549.0,12.0,25.5,39.0,37.0,64.0,91.0,0.8387959003448486,True,True,previews/val_val_000018.jpg,,,
val_val_000019,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000019.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000019.txt,val,Li,fortifikatsii; gorodishcha,2,14760.0,154475.0,294190.0,123.0,464.5,806.0,120.0,242.5,365.0,0.9998595714569092,False,True,previews/val_val_000019.jpg,,,
val_val_000020,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000020.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000020.txt,val,Li,fortifikatsii; gorodishcha,2,4508.0,7012.0,9516.0,23.0,31.0,39.0,196.0,220.0,244.0,0.8957803249359131,True,True,previews/val_val_000020.jpg,,,
val_val_000021,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000021.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000021.txt,val,Li,fortifikatsii; gorodishcha,6,60671.0,93262.0,873264.0,169.0,279.0,966.0,272.0,401.5,904.0,0.9998762607574464,False,True,previews/val_val_000021.jpg,,,
val_val_000022,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000022.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000022.txt,val,Li,fortifikatsii,4,36294.0,131617.5,152438.0,138.0,345.0,451.0,263.0,333.5,444.0,0.856236457824707,True,True,previews/val_val_000022.jpg,,,
val_val_000023,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000023.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000023.txt,val,Li,fortifikatsii,4,28576.0,102351.0,128520.0,94.0,281.5,339.0,246.0,336.0,540.0,0.9999933242797852,False,True,previews/val_val_000023.jpg,,,
val_val_000024,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000024.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000024.txt,val,Li,fortifikatsii,5,4824.0,60048.0,253992.0,138.0,216.0,456.0,24.0,278.0,557.0,0.8144993782043457,True,True,previews/val_val_000024.jpg,,,
val_val_000025,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000025.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000025.txt,val,Li,fortifikatsii,3,28576.0,44030.0,124752.0,94.0,238.0,339.0,185.0,304.0,368.0,0.9485433101654052,True,True,previews/val_val_000025.jpg,,,
val_val_000026,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/val/val_000026.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/val/val_000026.txt,val,Li,fortifikatsii,3,60048.0,80660.0,108264.0,216.0,347.0,436.0,185.0,278.0,312.0,0.7854206562042236,True,True,previews/val_val_000026.jpg,,,
train_train_000027,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000027.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000027.txt,train,Li,,0,,,,,,,,,,0.420722484588623,True,False,previews/train_train_000027.jpg,,,
train_train_000028,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000028.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000028.txt,train,Li,fortifikatsii,4,54180.0,374944.0,1852455.0,252.0,532.0,1199.0,215.0,566.5,1545.0,0.9748356938362122,False,True,previews/train_train_000028.jpg,,,
train_train_000029,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000029.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000029.txt,train,Li,fortifikatsii,5,42140.0,102856.0,4202660.0,196.0,299.0,2729.0,215.0,344.0,1540.0,0.9995685815811156,False,True,previews/train_train_000029.jpg,,,
train_train_000030,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000030.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000030.txt,train,Li,fortifikatsii,6,41678.0,252069.5,3673241.0,229.0,719.5,1511.0,182.0,393.0,2431.0,0.9843711256980896,False,True,previews/train_train_000030.jpg,,,
train_train_000031,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000031.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000031.txt,train,Li,fortifikatsii,7,1974.0,102856.0,7124160.0,21.0,287.0,2715.0,94.0,344.0,2624.0,0.8768064379692078,False,True,previews/train_train_000031.jpg,,,
train_train_000032,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000032.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000032.txt,train,Li,fortifikatsii,2,113876.0,271277.0,428678.0,581.0,841.5,1102.0,196.0,292.5,389.0,0.7268903851509094,True,True,previews/train_train_000032.jpg,,,
train_train_000033,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000033.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000033.txt,train,Li,fortifikatsii,5,16770.0,90945.0,661734.0,195.0,423.0,1137.0,86.0,215.0,582.0,0.4671288132667541,True,True,previews/train_train_000033.jpg,,,
train_train_000034,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000034.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000034.txt,train,Ae,,0,,,,,,,,,,1.0,True,False,previews/train_train_000034.jpg,,,
train_train_000035,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000035.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000035.txt,train,Ae,,0,,,,,,,,,,1.0,True,False,previews/train_train_000035.jpg,,,
train_train_000036,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000036.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000036.txt,train,Ae,fortifikatsii,2,24450.0,59863.5,95277.0,150.0,249.5,349.0,163.0,218.0,273.0,1.0,True,True,previews/train_train_000036.jpg,,,
train_train_000037,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000037.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000037.txt,train,Ae,fortifikatsii,10,112.0,7119.0,95277.0,28.0,97.0,349.0,4.0,81.0,273.0,1.0,True,True,previews/train_train_000037.jpg,,,
train_train_000038,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000038.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000038.txt,train,Ae,fortifikatsii,7,112.0,5625.0,7650.0,28.0,75.0,108.0,4.0,75.0,86.0,1.0,True,True,previews/train_train_000038.jpg,,,
train_train_000039,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000039.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000039.txt,train,Ae,fortifikatsii,1,8064.0,8064.0,8064.0,64.0,64.0,64.0,126.0,126.0,126.0,1.0,False,False,previews/train_train_000039.jpg,,,
train_train_000040,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000040.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000040.txt,train,Ae,fortifikatsii,4,8856.0,48721.0,95277.0,82.0,179.5,349.0,108.0,204.5,358.0,1.0,False,True,previews/train_train_000040.jpg,,,
train_train_000041,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000041.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000041.txt,train,Ae,fortifikatsii,28,3120.0,8048.5,350428.0,39.0,89.5,598.0,52.0,92.0,586.0,1.0,False,True,previews/train_train_000041.jpg,,,
train_train_000042,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000042.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000042.txt,train,Ae,fortifikatsii,24,3276.0,7119.0,350428.0,41.0,82.5,598.0,55.0,88.5,586.0,1.0,False,True,previews/train_train_000042.jpg,,,
train_train_000043,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000043.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000043.txt,train,Ae,fortifikatsii,3,4692.0,33930.0,94536.0,68.0,195.0,234.0,69.0,174.0,404.0,1.0,False,False,previews/train_train_000043.jpg,,,
train_train_000044,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000044.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000044.txt,train,Ae,,0,,,,,,,,,,1.0,True,False,previews/train_train_000044.jpg,,,
train_train_000045,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000045.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000045.txt,train,Ae,fortifikatsii,1,50924.0,50924.0,50924.0,116.0,116.0,116.0,439.0,439.0,439.0,1.0,False,True,previews/train_train_000045.jpg,,,
train_train_000046,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000046.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000046.txt,train,Ae,fortifikatsii,4,6035.0,13831.5,479325.0,64.0,106.0,581.0,85.0,132.5,825.0,1.0,False,True,previews/train_train_000046.jpg,,,
train_train_000047,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000047.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000047.txt,train,Ae,,0,,,,,,,,,,1.0,False,False,previews/train_train_000047.jpg,,,
train_train_000048,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000048.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000048.txt,train,Ae,fortifikatsii,2,3276.0,3315.5,3355.0,52.0,56.5,61.0,55.0,59.0,63.0,1.0,False,False,previews/train_train_000048.jpg,,,
train_train_000049,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000049.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000049.txt,train,Ae,,0,,,,,,,,,,1.0,False,False,previews/train_train_000049.jpg,,,
train_train_000050,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000050.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000050.txt,train,Ae,fortifikatsii,1,126148.0,126148.0,126148.0,244.0,244.0,244.0,517.0,517.0,517.0,1.0,False,True,previews/train_train_000050.jpg,,,
train_train_000051,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000051.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000051.txt,train,Ae,fortifikatsii,3,860.0,4544.0,599105.0,43.0,64.0,709.0,20.0,71.0,845.0,1.0,False,True,previews/train_train_000051.jpg,,,
train_train_000052,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000052.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000052.txt,train,Ae,fortifikatsii,3,100.0,47344.0,1003340.0,5.0,269.0,1135.0,20.0,176.0,884.0,1.0,False,True,previews/train_train_000052.jpg,,,
train_train_000053,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000053.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000053.txt,train,Ae,fortifikatsii,3,45758.0,47344.0,229064.0,167.0,269.0,548.0,176.0,274.0,418.0,1.0,False,True,previews/train_train_000053.jpg,,,
train_train_000054,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000054.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000054.txt,train,Ae,fortifikatsii,1,316712.0,316712.0,316712.0,671.0,671.0,671.0,472.0,472.0,472.0,1.0,False,False,previews/train_train_000054.jpg,,,
train_train_000055,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000055.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000055.txt,train,Ae,fortifikatsii,2,2580.0,2775.0,2970.0,43.0,49.0,55.0,54.0,57.0,60.0,1.0,False,False,previews/train_train_000055.jpg,,,
train_train_000056,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000056.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000056.txt,train,Ae,fortifikatsii,2,2580.0,2775.0,2970.0,43.0,49.0,55.0,54.0,57.0,60.0,1.0,True,False,previews/train_train_000056.jpg,,,
train_train_000057,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000057.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000057.txt,train,Ae,fortifikatsii,4,7290.0,40871.0,774070.0,90.0,237.0,1135.0,81.0,163.0,682.0,1.0,False,True,previews/train_train_000057.jpg,,,
train_train_000058,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000058.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000058.txt,train,Ae,fortifikatsii,3,45758.0,62677.0,229064.0,167.0,269.0,548.0,233.0,274.0,418.0,1.0,False,True,previews/train_train_000058.jpg,,,
train_train_000059,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000059.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000059.txt,train,Ae,fortifikatsii,3,220608.0,316712.0,841725.0,383.0,671.0,675.0,472.0,576.0,1247.0,1.0,False,True,previews/train_train_000059.jpg,,,
train_train_000060,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000060.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000060.txt,train,Ae,,0,,,,,,,,,,1.0,False,False,previews/train_train_000060.jpg,,,
train_train_000061,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000061.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000061.txt,train,Ae,,0,,,,,,,,,,1.0,True,False,previews/train_train_000061.jpg,,,
train_train_000062,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000062.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000062.txt,train,Ae,fortifikatsii,3,17346.0,26352.0,90558.0,144.0,177.0,234.0,98.0,183.0,387.0,1.0,False,True,previews/train_train_000062.jpg,,,
train_train_000063,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000063.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000063.txt,train,Ae,fortifikatsii,5,330.0,19065.0,154660.0,22.0,205.0,703.0,15.0,93.0,387.0,1.0,False,True,previews/train_train_000063.jpg,,,
train_train_000064,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000064.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000064.txt,train,Ae,fortifikatsii,1,3041745.0,3041745.0,3041745.0,1473.0,1473.0,1473.0,2065.0,2065.0,2065.0,1.0,False,True,previews/train_train_000064.jpg,,,
train_train_000065,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000065.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000065.txt,train,Ae,fortifikatsii,1,2380950.0,2380950.0,2380950.0,1287.0,1287.0,1287.0,1850.0,1850.0,1850.0,1.0,False,True,previews/train_train_000065.jpg,,,
train_train_000066,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/images/train/train_000066.png,/Users/Di/Documents/GitHub/My projects/Geodata_Archaeology_CV/datasets/dataset_yolo_bbox/labels/train/train_000066.txt,train,Ae,fortifikatsii,3,15500.0,194208.0,515862.0,100.0,408.0,738.0,155.0,476.0,699.0,1.0,False,True,previews/train_train_000066.jpg,,,
